日付,レース場,レース番号,締切予定時刻,ステータス,艇番,選手名,級別,支部,全国勝率,全国2連率,当地勝率,当地2連率,モーター番号,モーター2連率,ボート番号,ボート2連率,体重,年齢,進入
2025-04-03,若松,11,20:17,投票,1,三浦敬太,A2,東京,6.44,50.62,0.0,0.0,55,31.65,13,26.19,52.4,37,
2025-04-03,若松,11,20:17,投票,2,藤原早菜,B1,岡山,4.58,22.92,0.0,0.0,7,41.18,25,37.57,46.2,24,
2025-04-03,若松,11,20:17,投票,3,武重雄介,A2,山口,6.3,43.69,3.29,14.29,48,37.66,15,25.0,55.3,40,
2025-04-03,若松,11,20:17,投票,4,久保原秀人,B1,群馬,4.27,20.51,1.8,0.0,30,34.78,21,33.53,56.5,28,
2025-04-03,若松,11,20:17,投票,5,高橋直哉,B1,東京,5.33,31.33,5.47,31.58,62,31.94,72,33.93,53.6,43,
2025-04-03,若松,11,20:17,投票,6,長谷川雅和,A2,岡山,5.58,41.82,6.29,57.14,54,37.5,49,30.68,52.8,35,
2025-04-03,若松,12,20:45,投票,1,山口達也,A1,岡山,6.73,52.48,6.1,42.86,38,28.57,19,23.26,56.1,38,
2025-04-03,若松,12,20:45,投票,2,椎名豊,A1,群馬,6.44,43.94,4.22,22.22,40,25.68,37,35.36,51.9,36,
2025-04-03,若松,12,20:45,投票,3,出畑孝典,A1,福岡,6.11,41.46,6.11,45.71,12,63.08,64,37.28,52.3,46,
2025-04-03,若松,12,20:45,投票,4,寺田千恵,A1,岡山,6.99,53.21,7.45,58.06,21,20.59,28,27.11,45.3,55,
2025-04-03,若松,12,20:45,投票,5,坂口周,A1,三重,6.59,50.0,5.82,31.58,5,22.39,39,40.57,53.8,47,
2025-04-03,若松,12,20:45,投票,6,安河内健,A1,佐賀,7.19,57.69,6.75,50.0,58,40.0,14,27.78,54.9,29,
2025-04-03,芦屋,1,08:47,発売終了,1,眞鳥章太,A2,長崎,5.51,33.86,4.32,17.86,7,27.59,11,29.55,53.4,29,
2025-04-03,芦屋,1,08:47,発売終了,2,岡谷健吾,B1,広島,4.87,27.37,5.22,37.04,33,35.38,26,32.0,56.1,42,
2025-04-03,芦屋,1,08:47,発売終了,3,板倉敦史,B1,東京,4.25,18.18,5.15,35.0,52,27.13,41,28.11,53.4,44,
2025-04-03,芦屋,1,08:47,発売終了,4,川崎公靖,B1,広島,4.5,19.82,0.0,0.0,24,27.73,50,30.49,52.2,42,
2025-04-03,芦屋,1,08:47,発売終了,5,山本光雄,B1,滋賀,5.2,30.71,4.79,17.24,23,36.8,40,30.73,52.9,53,
2025-04-03,芦屋,1,08:47,発売終了,6,山崎聖司,B1,東京,4.4,20.59,3.65,23.53,39,31.9,37,43.75,51.5,49,
2025-04-03,芦屋,2,09:13,発売終了,1,高岡竜也,A2,山口,4.81,32.41,5.74,47.37,30,39.02,23,33.06,52.0,31,
2025-04-03,芦屋,2,09:13,発売終了,2,北川敏弘,B1,佐賀,4.06,21.59,4.54,15.38,6,36.18,33,29.02,54.5,63,
2025-04-03,芦屋,2,09:13,発売終了,3,小玉啓太,B1,佐賀,3.46,11.59,2.84,10.53,42,31.78,18,35.56,52.6,24,
2025-04-03,芦屋,2,09:13,発売終了,4,安東幸治,A1,福岡,5.87,38.52,5.72,38.81,40,40.08,56,33.62,54.1,43,
2025-04-03,芦屋,2,09:13,発売終了,5,鈴木雅希,B1,東京,5.54,38.18,5.0,37.5,53,31.02,13,35.42,52.5,29,
2025-04-03,芦屋,2,09:13,発売終了,6,八戸琉楓,B2,長崎,1.18,0.0,0.0,0.0,58,23.98,30,33.77,54.4,20,
2025-04-03,芦屋,3,09:39,発売終了,1,岡瀬正人,A2,岡山,5.86,41.83,5.1,20.0,38,34.8,35,42.91,52.0,50,
2025-04-03,芦屋,3,09:39,発売終了,2,中島航,B1,東京,3.96,17.86,0.0,0.0,47,41.37,65,34.53,52.7,30,
2025-04-03,芦屋,3,09:39,発売終了,3,小池哲也,A1,大阪,6.41,44.63,6.59,54.55,18,24.31,31,30.91,53.4,35,
2025-04-03,芦屋,3,09:39,発売終了,4,遠藤圭吾,B1,東京,4.88,36.0,0.0,0.0,16,30.41,28,32.56,52.6,24,
2025-04-03,芦屋,3,09:39,発売終了,5,北中元樹,A2,滋賀,5.87,37.76,6.44,44.44,46,30.51,69,37.93,53.7,45,
2025-04-03,芦屋,3,09:39,発売終了,6,澁川夏,B1,大阪,3.55,7.92,0.0,0.0,19,27.18,68,33.91,52.0,21,
2025-04-03,芦屋,4,10:05,発売終了,1,妹尾忠幸,A1,岡山,6.42,44.59,6.2,36.67,49,42.97,32,36.21,54.4,44,
2025-04-03,芦屋,4,10:05,発売終了,2,谷本幸司,B1,愛知,5.24,38.14,3.44,11.11,41,38.63,62,37.29,52.1,54,
2025-04-03,芦屋,4,10:05,発売終了,3,大久保信一郎,B2,佐賀,4.57,21.62,5.1,27.59,32,27.78,21,30.4,52.0,44,
2025-04-03,芦屋,4,10:05,発売終了,4,宗行治哉,A2,広島,6.14,42.4,5.53,29.41,2,40.89,43,31.58,52.0,27,
2025-04-03,芦屋,4,10:05,発売終了,5,水原慎,B1,徳島,4.75,24.53,0.0,0.0,37,32.3,16,37.89,51.5,41,
2025-04-03,芦屋,4,10:05,発売終了,6,齊藤廉,B2,福岡,2.58,5.26,1.5,0.0,54,29.56,67,32.89,52.6,20,
2025-04-03,芦屋,5,10:35,発売終了,1,馬野耀,A1,大阪,5.87,36.63,6.5,50.0,31,37.71,12,37.25,53.9,31,
2025-04-03,芦屋,5,10:35,発売終了,2,相原利章,B1,東京,5.68,37.37,6.3,50.0,44,36.51,25,36.18,52.3,37,
2025-04-03,芦屋,5,10:35,発売終了,3,一色凌雅,B1,愛知,5.38,36.54,0.0,0.0,15,39.45,27,34.23,57.0,26,
2025-04-03,芦屋,5,10:35,発売終了,4,小川晃司,B1,福岡,4.28,18.48,4.48,18.18,51,33.6,51,32.58,51.0,56,
2025-04-03,芦屋,5,10:35,発売終了,5,伊藤誠二,A2,愛知,5.37,33.61,5.67,36.67,13,38.8,22,38.91,52.8,50,
2025-04-03,芦屋,5,10:35,発売終了,6,板倉敦史,B1,東京,4.25,18.18,5.15,35.0,52,27.13,41,28.11,53.4,44,
2025-04-03,芦屋,6,11:05,投票,1,菅沼佳昭,B1,愛知,3.58,13.91,4.9,30.0,59,37.9,48,41.42,51.0,49,
2025-04-03,芦屋,6,11:05,投票,2,鶴田勇雄,A2,福岡,5.73,37.33,5.38,30.3,14,40.52,15,27.23,53.1,36,
2025-04-03,芦屋,6,11:05,投票,3,山崎鉄平,B1,佐賀,5.46,34.95,1.0,0.0,3,35.29,61,33.48,52.0,30,
2025-04-03,芦屋,6,11:05,投票,4,八戸琉楓,B2,長崎,1.18,0.0,0.0,0.0,58,23.98,30,33.77,54.4,20,
2025-04-03,芦屋,6,11:05,投票,5,浜先真範,A2,広島,7.1,50.69,0.0,0.0,27,29.61,53,31.94,52.2,31,
2025-04-03,芦屋,6,11:05,投票,6,山本光雄,B1,滋賀,5.2,30.71,4.79,17.24,23,36.8,40,30.73,52.9,53,
2025-04-03,芦屋,7,11:36,投票,1,川崎公靖,B1,広島,4.5,19.82,0.0,0.0,24,27.73,50,30.49,52.2,42,
2025-04-03,芦屋,7,11:36,投票,2,鈴木雅希,B1,東京,5.54,38.18,5.0,37.5,53,31.02,13,35.42,52.5,29,
2025-04-03,芦屋,7,11:36,投票,3,中嶋誠一郎,B1,長崎,5.37,28.07,5.71,38.71,45,36.97,39,33.33,52.2,54,
2025-04-03,芦屋,7,11:36,投票,4,小玉啓太,B1,佐賀,3.46,11.59,2.84,10.53,42,31.78,18,35.56,52.6,24,
2025-04-03,芦屋,7,11:36,投票,5,澁川夏,B1,大阪,3.55,7.92,0.0,0.0,19,27.18,68,33.91,52.0,21,
2025-04-03,芦屋,7,11:36,投票,6,遠藤圭吾,B1,東京,4.88,36.0,0.0,0.0,16,30.41,28,32.56,52.6,24,
2025-04-03,芦屋,8,12:07,投票,1,水原慎,B1,徳島,4.75,24.53,0.0,0.0,37,32.3,16,37.89,51.5,41,
2025-04-03,芦屋,8,12:07,投票,2,高岡竜也,A2,山口,4.81,32.41,5.74,47.37,30,39.02,23,33.06,52.0,31,
2025-04-03,芦屋,8,12:07,投票,3,岡谷健吾,B1,広島,4.87,27.37,5.22,37.04,33,35.38,26,32.0,56.1,42,
2025-04-03,芦屋,8,12:07,投票,4,妹尾忠幸,A1,岡山,6.42,44.59,6.2,36.67,49,42.97,32,36.21,54.4,44,
2025-04-03,芦屋,8,12:07,投票,5,中島航,B1,東京,3.96,17.86,0.0,0.0,47,41.37,65,34.53,52.7,30,
2025-04-03,芦屋,8,12:07,投票,6,石倉洋行,A2,福岡,6.76,51.28,8.26,68.42,22,31.77,42,36.75,52.4,45,
2025-04-03,芦屋,9,12:38,投票,1,安東幸治,A1,福岡,5.87,38.52,5.72,38.81,40,40.08,56,33.62,54.1,43,
2025-04-03,芦屋,9,12:38,投票,2,北中元樹,A2,滋賀,5.87,37.76,6.44,44.44,46,30.51,69,37.93,53.7,45,
2025-04-03,芦屋,9,12:38,投票,3,山崎聖司,B1,東京,4.4,20.59,3.65,23.53,39,31.9,37,43.75,51.5,49,
2025-04-03,芦屋,9,12:38,投票,4,馬野耀,A1,大阪,5.87,36.63,6.5,50.0,31,37.71,12,37.25,53.9,31,
2025-04-03,芦屋,9,12:38,投票,5,大久保信一郎,B2,佐賀,4.57,21.62,5.1,27.59,32,27.78,21,30.4,52.0,44,
2025-04-03,芦屋,9,12:38,投票,6,小川晃司,B1,福岡,4.28,18.48,4.48,18.18,51,33.6,51,32.58,51.0,56,
2025-04-03,芦屋,10,13:10,投票,1,宗行治哉,A2,広島,6.14,42.4,5.53,29.41,2,40.89,43,31.58,52.0,27,
2025-04-03,芦屋,10,13:10,投票,2,山崎鉄平,B1,佐賀,5.46,34.95,1.0,0.0,3,35.29,61,33.48,52.0,30,
2025-04-03,芦屋,10,13:10,投票,3,谷本幸司,B1,愛知,5.24,38.14,3.44,11.11,41,38.63,62,37.29,52.1,54,
2025-04-03,芦屋,10,13:10,投票,4,小池哲也,A1,大阪,6.41,44.63,6.59,54.55,18,24.31,31,30.91,53.4,35,
2025-04-03,芦屋,10,13:10,投票,5,岡瀬正人,A2,岡山,5.86,41.83,5.1,20.0,38,34.8,35,42.91,52.0,50,
2025-04-03,芦屋,10,13:10,投票,6,北川敏弘,B1,佐賀,4.06,21.59,4.54,15.38,6,36.18,33,29.02,54.5,63,
2025-04-03,芦屋,11,13:43,投票,1,浜先真範,A2,広島,7.1,50.69,0.0,0.0,27,29.61,53,31.94,52.2,31,
2025-04-03,芦屋,11,13:43,投票,2,眞鳥章太,A2,長崎,5.51,33.86,4.32,17.86,7,27.59,11,29.55,53.4,29,
2025-04-03,芦屋,11,13:43,投票,3,相原利章,B1,東京,5.68,37.37,6.3,50.0,44,36.51,25,36.18,52.3,37,
2025-04-03,芦屋,11,13:43,投票,4,鶴田勇雄,A2,福岡,5.73,37.33,5.38,30.3,14,40.52,15,27.23,53.1,36,
2025-04-03,芦屋,11,13:43,投票,5,一色凌雅,B1,愛知,5.38,36.54,0.0,0.0,15,39.45,27,34.23,57.0,26,
2025-04-03,芦屋,11,13:43,投票,6,中嶋誠一郎,B1,長崎,5.37,28.07,5.71,38.71,45,36.97,39,33.33,52.2,54,
2025-04-03,芦屋,12,14:20,投票,1,森永淳,A1,佐賀,6.21,45.24,5.86,36.11,36,39.15,20,39.77,52.0,44,
2025-04-03,芦屋,12,14:20,投票,2,吉川喜継,A1,滋賀,6.45,46.98,7.37,67.44,21,35.6,58,30.57,52.0,43,
2025-04-03,芦屋,12,14:20,投票,3,山ノ内雅人,A1,福岡,5.71,33.98,6.02,40.63,48,28.77,55,33.91,52.0,34,
2025-04-03,芦屋,12,14:20,投票,4,原田篤志,A1,山口,6.15,43.42,6.43,43.48,4,32.79,29,38.87,52.0,45,
2025-04-03,芦屋,12,14:20,投票,5,山田丈,A2,福岡,6.15,40.91,6.37,50.0,5,31.23,17,32.16,52.1,26,
2025-04-03,芦屋,12,14:20,投票,6,武富智亮,A2,佐賀,5.92,43.69,5.29,29.41,1,35.66,44,33.49,52.5,36,
